airport_name,country,iata,status
Grand Lake St Marys Seaplane Base,US,N/A,Ghost Airport
Haddock Field,US,N/A,Ghost Airport
Neil's Sky Ranch Airport,US,N/A,Ghost Airport
Buzzards Roost Airport,US,N/A,Ghost Airport
Kneeland Airport,US,NLN,Ghost Airport
Hoopa Airport,US,N/A,Ghost Airport
Healdsburg Municipal Airport,US,N/A,Ghost Airport
Samoa Field Airport,US,N/A,Ghost Airport
Gundys Airport,US,N/A,Ghost Airport
Ravendale Airport,US,N/A,Ghost Airport
McCaslin Airport,US,N/A,Ghost Airport
Hooker Municipal Airport,US,N/A,Ghost Airport
Southard Field,US,N/A,Ghost Airport
Exeter Airport,US,N/A,Ghost Airport
Port of Catoosa Heliport,US,N/A,Ghost Airport
Elliotts Landing Airport,US,N/A,Ghost Airport
Benton Field,US,BZF,Ghost Airport
Taildragger Airport,US,N/A,Ghost Airport
B & W Metals Company Heliport,US,N/A,Ghost Airport
Rutter Airport,US,N/A,Ghost Airport
Hogan Airport,US,N/A,Ghost Airport
Massillon Community Hospital Heliport,US,N/A,Ghost Airport
Hemlock Field,US,N/A,Ghost Airport
Medflight Heliport,US,N/A,Ghost Airport
Madison Health Heliport,US,N/A,Ghost Airport
Bernie's Airport,US,N/A,Ghost Airport
Heitman Field,US,N/A,Ghost Airport
Buena Vista Farm Airport,US,N/A,Ghost Airport
Roxford Airport,US,N/A,Ghost Airport
Fort Hamilton Hospital Heliport,US,N/A,Ghost Airport
Lost Bridge Airport,US,N/A,Ghost Airport
Bucyrus Community Hospital Heliport,US,N/A,Ghost Airport
Creekside Ridge Heliport,US,N/A,Ghost Airport
Clover Fields Airport,US,N/A,Ghost Airport
Marnah Ghar Heliport,AF,N/A,Ghost Airport
Select Specialty Hospital Cincinnati North Heliport,US,N/A,Ghost Airport
Heins Field,US,N/A,Ghost Airport
Ashville Heliport,US,N/A,Ghost Airport
Cincinnati Childrens EMS Helipad,US,N/A,Ghost Airport
Fighter Field Airport,US,N/A,Ghost Airport
Ross Heart Hospial Helipad,US,N/A,Ghost Airport
Riverview Airport,US,N/A,Ghost Airport
Silent P Airport,US,N/A,Ghost Airport
Bamyan Airport,AF,BIN,Ghost Airport
Bost Airport,AF,BST,Ghost Airport
Chaghcharan Airport,AF,CCN,Ghost Airport
Sardeh Band Airport,AF,SBF,Ghost Airport
Dwyer Airport,AF,DWR,Ghost Airport
Darwaz Airport,AF,DAZ,Ghost Airport
Ishkashim Airport,AF,N/A,Ghost Airport
Farah Airport,AF,FAH,Ghost Airport
Ghazni Airport,AF,GZI,Ghost Airport
Gardez Airport,AF,GRG,Ghost Airport
Khwahan Airport,AF,KWH,Ghost Airport
Bagram Airfield,AF,OAI,Ghost Airport
Joghari Airport,AF,N/A,Ghost Airport
Jalalabad Airport,AF,JAA,Ghost Airport
Khoja-i-Ghar Airport,AF,N/A,Ghost Airport
Khost International Airport,AF,KHT,Ghost Airport
Little Pamir Airport,AF,N/A,Ghost Airport
Nili Airport,AF,N/A,Ghost Airport
Nimroz Airport,AF,N/A,Ghost Airport
Urgun Airport,AF,URN,Ghost Airport
Qalat Airport,AF,N/A,Ghost Airport
Koran va Monjan  Airport,AF,N/A,Ghost Airport
Qala-i-Naw Airport,AF,LQN,Ghost Airport
Orūzgān Airport,AF,URZ,Ghost Airport
Rostaq Airport,AF,N/A,Ghost Airport
Razer Airport,AF,KUR,Ghost Airport
Sharana Airstrip,AF,OAS,Ghost Airport
Shindand Air Base,AF,OAH,Ghost Airport
Sheberghan Airport,AF,N/A,Ghost Airport
Shank Air Base,AF,OAA,Ghost Airport
Salerno Airport,AF,OLR,Ghost Airport
Sheghnan Airport,AF,SGA,Ghost Airport
Tarinkot Airport,AF,TII,Ghost Airport
Taleqan Airport,AF,TQN,Ghost Airport
Kunduz Airport,AF,UND,Ghost Airport
Yangi Qaleh Airport,AF,N/A,Ghost Airport
Yawan Airport,AF,N/A,Ghost Airport
Camp Shorabak Airfield,AF,OAZ,Ghost Airport
Zaranj Airport,AF,ZAJ,Ghost Airport
Sheik Isa Air Base,BH,N/A,Ghost Airport
Sakhir Air Base,BH,N/A,Ghost Airport
Corisco International Airport,GQ,OCS,Ghost Airport
Arfa Airport,SA,N/A,Ghost Airport
Aramco Ras Khafji Airport,SA,N/A,Ghost Airport
Al Lidem Airport,SA,N/A,Ghost Airport
Al Kharj Airport,SA,N/A,Ghost Airport
Quz South Airport,SA,N/A,Ghost Airport
Mecca East Airport,SA,N/A,Ghost Airport
King Abdulaziz Naval Base,SA,N/A,Ghost Airport
Al Kharj East Airport,SA,N/A,Ghost Airport
Al Artawiyah South Airport,SA,N/A,Ghost Airport
King Abdul Aziz Military Academy Airport,SA,N/A,Ghost Airport
Hafar Al Atk Airport,SA,N/A,Ghost Airport
Aradah Airport,SA,N/A,Ghost Airport
Shubaytah Airport,SA,N/A,Ghost Airport
Abu Ali Airport,SA,N/A,Ghost Airport
Thablotin Airport,SA,N/A,Ghost Airport
Abqaiq Airport,SA,N/A,Ghost Airport
King Abdulaziz Air Base,SA,DHA,Ghost Airport
Haradh Airport,SA,N/A,Ghost Airport
Hawtah Airport,SA,N/A,Ghost Airport
Jubail Airport,SA,QJB,Ghost Airport
King Faisal Naval Base,SA,N/A,Ghost Airport
King Faisal Air Academy Airport,SA,N/A,Ghost Airport
King Khalid Air Base,SA,KMX,Ghost Airport
Old Khurais Airport,SA,N/A,Ghost Airport
The Saudi Aviation Club (SAC) Airport,SA,N/A,Ghost Airport
Nariya Airport,SA,N/A,Ghost Airport
Umm Al Melh Border Guards Airport,SA,N/A,Ghost Airport
Pump Station 3 Airport,SA,N/A,Ghost Airport
Pump Station 6 Airport,SA,N/A,Ghost Airport
Pump Station 9 Airport,SA,N/A,Ghost Airport
Pump Station 10 Airport,SA,N/A,Ghost Airport
Ipsa 3 Airport,SA,N/A,Ghost Airport
Prince Sultan Air Base,SA,AKH,Ghost Airport
Rabigh Airport,SA,N/A,Ghost Airport
Al-Rass Airport,SA,N/A,Ghost Airport
Ras Mishab Airport,SA,N/A,Ghost Airport
Ras Tanura Airport,SA,N/A,Ghost Airport
Riyadh Air Base,SA,N/A,Ghost Airport
Shaibah Airport,SA,N/A,Ghost Airport
As-Sulayyil Airport,SA,SLF,Ghost Airport
Soltana Al-Ghat Airport,SA,N/A,Ghost Airport
Thumamah Airport,SA,N/A,Ghost Airport
Ras Tanajib Airport,SA,N/A,Ghost Airport
Udhailiyah Airport,SA,N/A,Ghost Airport
Ummlejj Airport,SA,N/A,Ghost Airport
Zilfi Airport,SA,ZUL,Ghost Airport
3 Rivers Recreation Area Airport,US,N/A,Ghost Airport
Dunning Vineyards Airport,US,N/A,Ghost Airport
Rieben Airport,US,N/A,Ghost Airport
Columbia Memorial Hospital Heliport,US,N/A,Ghost Airport
Sundance Meadows Airport,US,N/A,Ghost Airport
Table Rock Airport,US,N/A,Ghost Airport
Cove Side Ranch Port Airport,US,N/A,Ghost Airport
Good Shepherd Hospital Heliport,US,N/A,Ghost Airport
Mt Hope Airport,US,N/A,Ghost Airport
Rose Quarter Heliport,US,N/A,Ghost Airport
Wilson Ranch Airport,US,N/A,Ghost Airport
Fly By Night Airport,US,N/A,Ghost Airport
Silvies Valley Ranch Airport,US,N/A,Ghost Airport
Sage Ranch Airport,US,N/A,Ghost Airport
Jim's Airstrip,US,N/A,Ghost Airport
Bombay Farms Airport,US,N/A,Ghost Airport
Fairways Airport,US,N/A,Ghost Airport
Dry Creek Airpark,US,N/A,Ghost Airport
Mercy Hospital Heliport,US,N/A,Ghost Airport
Poverty Hollow Airport,US,N/A,Ghost Airport
Flying D Ranch Airport,US,N/A,Ghost Airport
Firefly Ranch Airfield,US,N/A,Ghost Airport
Muddy Creek Airport,US,N/A,Ghost Airport
The Green Trees Ranch Airport,US,N/A,Ghost Airport
Mc Kinnon Airpark,US,N/A,Ghost Airport
Aeroacres Airport,US,N/A,Ghost Airport
Shady Cove Airpark,US,N/A,Ghost Airport
Mahlon Sweet Field,US,N/A,Ghost Airport
Oregon Sky Ranch Airport,US,N/A,Ghost Airport
Meyer Riverside Airpark,US,N/A,Ghost Airport
Mountain View Hospital Heliport,US,N/A,Ghost Airport
Munson Airport,US,N/A,Ghost Airport
Salem Hospital Heliport,US,N/A,Ghost Airport
Valley Medical Center Heliport,US,N/A,Ghost Airport
Longview Ranch Airport,US,N/A,Ghost Airport
Napier Ranch Airport,US,N/A,Ghost Airport
Nace Family Airstrip,US,N/A,Ghost Airport
Quail Field,US,N/A,Ghost Airport
Mid-Coloumbia Fire & Rescue Heliport,US,N/A,Ghost Airport
Miss Kittys Strip Airport,US,N/A,Ghost Airport
Bald Mountain Airport,US,N/A,Ghost Airport
Tuality Hospital Heliport,US,N/A,Ghost Airport
Three Valleys Ranch Heliport,US,N/A,Ghost Airport
Greer Airport,US,N/A,Ghost Airport
Coca Cola Airport,US,N/A,Ghost Airport
Cottonwood Creek Ranch Airport,US,N/A,Ghost Airport
Six Springs Ranch Airport,US,N/A,Ghost Airport
Jpm Airport,US,N/A,Ghost Airport
Wildhorse Valley Airport,US,N/A,Ghost Airport
Shaniko Cattle Airport,US,N/A,Ghost Airport
Providence Newberg Medical Center Heliport,US,N/A,Ghost Airport
Oreshkovo,RU,N/A,Ghost Airport
Letneozerskiy Air Base,RU,N/A,Ghost Airport
Bagay-Baranovka Air Base,RU,N/A,Ghost Airport
Severny Air Base,RU,N/A,Ghost Airport
Kansk Air Base,RU,N/A,Ghost Airport
Domna Air Base,RU,N/A,Ghost Airport
Loukhi-3 Air Base,RU,N/A,Ghost Airport
Tambov Air Base,RU,N/A,Ghost Airport
Nurmalitsy Air Base,RU,N/A,Ghost Airport
Danilovo Air Base,RU,N/A,Ghost Airport
Olenya Air Base,RU,N/A,Ghost Airport
Rogachyovo Air Base,RU,N/A,Ghost Airport
Shatalovo Air Base,RU,N/A,Ghost Airport
Cheryomushki Air Base,RU,N/A,Ghost Airport
Klyuchi Air Base,RU,N/A,Ghost Airport
Lyuban Chudovo Airfield,RU,N/A,Ghost Airport
Karaksar Air Base,RU,N/A,Ghost Airport
Chuguyevka Air Base,RU,N/A,Ghost Airport
Klin Air Base,RU,N/A,Ghost Airport
Saratov Sokol Airfield,RU,N/A,Ghost Airport
Kilpyavr Air Base,RU,N/A,Ghost Airport
Verkhnaya Zaimka Air Base,RU,N/A,Ghost Airport
Smuravyovo Air Base,RU,N/A,Ghost Airport
Yugoryonok Airport,RU,N/A,Ghost Airport
Slavgorod South Air Base,RU,N/A,Ghost Airport
Ivanovo North Air Base,RU,N/A,Ghost Airport
Petrovsk Air Base,RU,N/A,Ghost Airport
Mengon Air Base,RU,N/A,Ghost Airport
Maysionvara Air Base,RU,N/A,Ghost Airport
Lenino Air Base,RU,N/A,Ghost Airport
Lovozero Airfield,RU,N/A,Ghost Airport
Marienkhof Air Base,RU,N/A,Ghost Airport
Orenburg Air Base,RU,N/A,Ghost Airport
Khada Bulak Air Base,RU,N/A,Ghost Airport
Lyambir Air Base,RU,N/A,Ghost Airport
Ulan-Ude East Airport,RU,N/A,Ghost Airport
Michurinsk Air Base,RU,N/A,Ghost Airport
Idritsa Air Base,RU,N/A,Ghost Airport
Savasleyka Air Base,RU,N/A,Ghost Airport
Nivenskoye Air Base,RU,N/A,Ghost Airport
Matrosovo Air Base,RU,N/A,Ghost Airport
Koshka Yavr Air Base,RU,N/A,Ghost Airport
Povorino Air Base,RU,N/A,Ghost Airport
Tiksi West Air Base,RU,N/A,Ghost Airport
Step Air Base,RU,N/A,Ghost Airport
Gorny Air Base,RU,N/A,Ghost Airport
Klimovo Air Base,RU,N/A,Ghost Airport
Salka Airfield,RU,N/A,Ghost Airport
Ukkurey Air Base,RU,N/A,Ghost Airport
Yugorsk Sovetsky Air Base,RU,N/A,Ghost Airport
Uprun Air Base,RU,N/A,Ghost Airport
Voronezh Baltimore Air Base,RU,N/A,Ghost Airport
Sharomy Air Base,RU,N/A,Ghost Airport
Engels Air Base,RU,N/A,Ghost Airport
Totskoye Air Base,RU,N/A,Ghost Airport
Dorokhovo Air Base,RU,N/A,Ghost Airport
Tambovka Air Base,RU,N/A,Ghost Airport
Beryozovka Air Base,RU,N/A,Ghost Airport
Yaroslavl Levtsovo,RU,N/A,Ghost Airport
Vorkuta Sovetskiy Air Base,RU,N/A,Ghost Airport
Krapivnya Airfield,RU,N/A,Ghost Airport
Engozero Air Base,RU,N/A,Ghost Airport
Krechevitsy Air Base,RU,N/A,Ghost Airport
Zherdevka Air Base,RU,N/A,Ghost Airport
Medyn-Aduyevo Air Base,RU,N/A,Ghost Airport
Sumsk Air Base,RU,N/A,Ghost Airport
Ostrov Bolshevik Air Base,RU,N/A,Ghost Airport
Rzhev Air Base,RU,N/A,Ghost Airport
Shaykovka Air Base,RU,N/A,Ghost Airport
Kirsanov Air Base,RU,N/A,Ghost Airport
Rostov-on-Don Airport,RU,N/A,Ghost Airport
Saratov Central Airport,RU,N/A,Ghost Airport
Maykop Airport,RU,N/A,Ghost Airport
Bykovo Airport,RU,N/A,Ghost Airport
Magdagachi Airport,RU,N/A,Ghost Airport
Neftekamsk Airport,RU,N/A,Ghost Airport
Oryol Yuzhny Airport,RU,N/A,Ghost Airport
Raduzhny Airport,RU,N/A,Ghost Airport
Rzhevka Airport,RU,N/A,Ghost Airport
Ruti Airport,PG,RUU,Ghost Airport
River Cess Airport and Heliport,LR,RVC,Ghost Airport
Gako Airport,RW,N/A,Ghost Airport
Bugesera International Airport (under construction),RW,N/A,Ghost Airport
Opheim Airport,US,N/A,Ghost Airport
Condon USFS Airport,US,N/A,Ghost Airport
Hot Springs Airport,US,N/A,Ghost Airport
Copalis State Airport,US,N/A,Ghost Airport
Forks Airport,US,N/A,Ghost Airport
International Peace Garden Airport,US,N/A,Ghost Airport
Lebanon State Airport,US,N/A,Ghost Airport
Okanogan Legion Airport,US,N/A,Ghost Airport
Smoketown Airport,US,N/A,Ghost Airport
Harvey Field,US,N/A,Ghost Airport
Miller Memorial Airpark,US,N/A,Ghost Airport
Andy Mc Beth Airport,US,N/A,Ghost Airport
Homedale Municipal Airport,US,N/A,Ghost Airport
Orofino Municipal Airport,US,N/A,Ghost Airport
Lost Isle Seaplane Base,US,N/A,Ghost Airport
Brooks Seaplane Base,US,N/A,Ghost Airport
Magee Airport,US,N/A,Ghost Airport
Green Sea Airport,US,N/A,Ghost Airport
Indian Creek US Forest Service Airport,US,N/A,Ghost Airport
Kooskia Municipal Airport,US,N/A,Ghost Airport
Sky Harbor Airport,US,N/A,Ghost Airport
Skykomish State Airport,US,N/A,Ghost Airport
Craigmont Municipal Airport,US,N/A,Ghost Airport
Elk City Airport,US,N/A,Ghost Airport
Fish Lake US Forest Service Airport,US,N/A,Ghost Airport
Cle Elum Municipal Airport,US,N/A,Ghost Airport
Al Bir Highway Strip,SA,N/A,Ghost Airport
Al Wariah SE Highway Strip,SA,N/A,Ghost Airport
Qalibah Highway Strip,SA,N/A,Ghost Airport
Ras Saffaniyah Airport,SA,N/A,Ghost Airport
Al Hasa Airport,SA,N/A,Ghost Airport
Ugtah Highway Strip,SA,N/A,Ghost Airport
Uwayqilah Airport,SA,N/A,Ghost Airport
Kharmiyah Airstrip,SA,N/A,Ghost Airport
Farasan Hospital Helipad,SA,N/A,Ghost Airport
Khurais Airport,SA,N/A,Ghost Airport
King Fahd General Hospital Helipad,SA,N/A,Ghost Airport
King Khalid University Hospital Helipad,SA,N/A,Ghost Airport
Abha Central Hospital Helipad,SA,N/A,Ghost Airport
Wadi Al Musayr Airfield,SA,N/A,Ghost Airport
KJO Hospital Heliport,SA,N/A,Ghost Airport
Arafat General Hospital Heliport,SA,N/A,Ghost Airport
Taif Desert Heliport,SA,N/A,Ghost Airport
King Abdulaziz Hospital Helipad,SA,N/A,Ghost Airport
King Fahd Sport City Helipad,SA,N/A,Ghost Airport
Khafji General Hospital Heliport,SA,N/A,Ghost Airport
Khafji Harbor Heliport,SA,N/A,Ghost Airport
Al Khafji Corniche Heliport,SA,N/A,Ghost Airport
Hawtah Kentz Airport,SA,N/A,Ghost Airport
Al Aflaj Central Hospital Heliport,SA,N/A,Ghost Airport
As Saffaniyah Aramco Heliport,SA,N/A,Ghost Airport
Tanajib Aramco Admin Heliport,SA,N/A,Ghost Airport
Tanajib Aramco Gas Plant Heliport,SA,N/A,Ghost Airport
Tanajib Aramco Marine Port Heliport,SA,N/A,Ghost Airport
Manifa Aramco Heliport,SA,N/A,Ghost Airport
Prince Sultan College Heliport,SA,N/A,Ghost Airport
King Fahd Military Medical City Heliport,SA,N/A,Ghost Airport
Johns Hopkins Aramco Healthcare Heliport,SA,N/A,Ghost Airport
Al Kharkhir Heliport,SA,N/A,Ghost Airport
Sharurah East Heliport,SA,N/A,Ghost Airport
Armed Forces Hospital Heliport,SA,N/A,Ghost Airport
Mecca Armed Forces Medical Center Heliport,SA,N/A,Ghost Airport
King Abdullah Medical City Heliport,SA,N/A,Ghost Airport
Al Noor Hospital Heliport,SA,N/A,Ghost Airport
Heraa General Hospital Heliport,SA,N/A,Ghost Airport
King Faisal Hospital Heliport,SA,N/A,Ghost Airport
Abraj al-Bait East Tower Heliport,SA,N/A,Ghost Airport
Abraj al-Bait West Tower Heliport,SA,N/A,Ghost Airport
InterContinental Dar al-Tawhid Makkah Heliport,SA,N/A,Ghost Airport
Haql General Hospital Heliport,SA,N/A,Ghost Airport
Neom Golf Club Heliport,SA,N/A,Ghost Airport
Neom Bay Staff Compound Heliport,SA,N/A,Ghost Airport
Prince Muhammad bin Nasser Hospital Helipad,SA,N/A,Ghost Airport
Governmental Aid Helipad,SA,N/A,Ghost Airport
Jazan King Abdullah Bin Abdulaziz Airport,SA,N/A,Ghost Airport
Coastal helipad,SA,N/A,Ghost Airport
Riyah Equestrian Club Helipad (2x),SA,N/A,Ghost Airport
Residential Helipad,SA,N/A,Ghost Airport
National Guard Helipad (38x),SA,N/A,Ghost Airport
National Guard Residential Helipad,SA,N/A,Ghost Airport
Military Helipad,SA,N/A,Ghost Airport
SANG Airbase Helipads (4x),SA,N/A,Ghost Airport
Khashm Alan/ Riyadh Airport,SA,N/A,Ghost Airport
Military Airport,SA,N/A,Ghost Airport
King Fahad Hospital Helipad,SA,N/A,Ghost Airport
Princess Nora bint Abdulrahman University Helipad,SA,N/A,Ghost Airport
KAPSARC Helipad,SA,N/A,Ghost Airport
Military Helipad,SA,N/A,Ghost Airport
Prison Helipads (2x),SA,N/A,Ghost Airport
Military Helipad,SA,N/A,Ghost Airport
Military Helipad,SA,N/A,Ghost Airport
Bosporus Hotel,SA,N/A,Ghost Airport
Military Helipad SSSP7,SA,N/A,Ghost Airport
University Helipads (2x),SA,N/A,Ghost Airport
Stadium Helipad,SA,N/A,Ghost Airport
Military Helipad,SA,N/A,Ghost Airport
Military Helipad,SA,N/A,Ghost Airport
Helipad (2x),SA,N/A,Ghost Airport
Private Helipad,SA,N/A,Ghost Airport
Private Helipad (2x),SA,N/A,Ghost Airport
Prison Helipads (2x),SA,N/A,Ghost Airport
Al-Watah Runway,SA,N/A,Ghost Airport
Sabt Alalayah Airstrip,SA,N/A,Ghost Airport
Runway near industry,SA,N/A,Ghost Airport
Military Helipads (3x),SA,N/A,Ghost Airport
Private Helipad,SA,N/A,Ghost Airport
Al Batin Airport,SA,N/A,Ghost Airport
Saudi Aramco Duba Heliport,SA,N/A,Ghost Airport
Duba Hospital Heliport,SA,N/A,Ghost Airport
Al Muwalleh Heliport,SA,N/A,Ghost Airport
Neom Community 1 Heliport,SA,N/A,Ghost Airport
Tiran Island Airfield,SA,N/A,Ghost Airport
Kandara Airport,SA,N/A,Ghost Airport
GSAC Jeddah,SA,N/A,Ghost Airport
Ras Alsheikh Hamid,SA,N/A,Ghost Airport
Dawadmi Domestic Airport,SA,N/A,Ghost Airport
Al Ghat Airport,SA,N/A,Ghost Airport
Cachi Airport,AR,N/A,Ghost Airport
Cafayate Airport,AR,N/A,Ghost Airport
Villa Minetti Airport,AR,N/A,Ghost Airport
Isla Martin Garcia Airport,AR,N/A,Ghost Airport
Bell Ville Airport,AR,N/A,Ghost Airport
Santa Rita Airport,AR,N/A,Ghost Airport
El Porton Airport,AR,N/A,Ghost Airport
Campo Arenal Airport,AR,N/A,Ghost Airport
Quemu Quemu Airport,AR,N/A,Ghost Airport
Estancia La Estrella Airport,AR,N/A,Ghost Airport
Miramar Airport,AR,MJR,Ghost Airport
Lago Fagnano North Airport,AR,N/A,Ghost Airport
La Puntilla Airport,AR,N/A,Ghost Airport
Rio Cuarto Aeroclub Airport,AR,N/A,Ghost Airport
Puerto Deseado West Airport,AR,N/A,Ghost Airport
Loma La Lata Airport,AR,N/A,Ghost Airport
Veinticinco De Mayo Airport,AR,N/A,Ghost Airport
Santa Victoria Airport,AR,N/A,Ghost Airport
Apóstoles Airport,AR,N/A,Ghost Airport
Calilegua Airport,AR,N/A,Ghost Airport
Cañadon Seco Airport,AR,N/A,Ghost Airport
Bella Vista Airport,AR,N/A,Ghost Airport
Puerto Rosales Airport,AR,N/A,Ghost Airport
Choele Choel Airport,AR,N/A,Ghost Airport
San Nicolas de los Arroyos Airport,AR,N/A,Ghost Airport
Venado Tuerto Airport,AR,N/A,Ghost Airport
Comandante Luis Piedrabuena Airport,AR,N/A,Ghost Airport
Trelew Aeroclub Airport,AR,N/A,Ghost Airport
Andalgalá Airport,AR,N/A,Ghost Airport
Saladillo Airport,AR,N/A,Ghost Airport
Las Lajas Airport,AR,N/A,Ghost Airport
Jujuy Aeroclub Airport,AR,N/A,Ghost Airport
San Juan Aeroclub Airport,AR,N/A,Ghost Airport
Aeródromo El Colorado,AR,N/A,Ghost Airport
Santa Maria Airport,AR,N/A,Ghost Airport
Londres/Belén Airport,AR,N/A,Ghost Airport
Frias Airport,AR,N/A,Ghost Airport
Fiambala Airport,AR,N/A,Ghost Airport
Petrel Airport,AQ,N/A,Ghost Airport
San Antonio de Areco Airport,AR,N/A,Ghost Airport
Comodoro Pierrestegui Airport,AR,COC,Ghost Airport
Gualeguaychu Airport,AR,GHU,Ghost Airport
Punta Indio Naval Air Base,AR,N/A,Ghost Airport
Pergamino Airport,AR,N/A,Ghost Airport
Villaguay Airport,AR,N/A,Ghost Airport
Captain D Omar Darío Gelardi Airport,AR,N/A,Ghost Airport
La Cumbre Airport,AR,LCM,Ghost Airport
Coronel Olmedo Airport,AR,N/A,Ghost Airport
Escuela de Aviación Militar (Military Aviation School) Airport,AR,N/A,Ghost Airport
Pilar Airport,AR,N/A,Ghost Airport
Laguna Larga Airport,AR,N/A,Ghost Airport
Villa General Mitre Airport,AR,N/A,Ghost Airport
Ascochinga Airport,AR,N/A,Ghost Airport
Monte Quemado Airport,AR,N/A,Ghost Airport
Villa De Soto Airport,AR,N/A,Ghost Airport
Villa Maria Airport,AR,N/A,Ghost Airport
San Fernando Airport,AR,N/A,Ghost Airport
Mariano Moreno Airport,AR,N/A,Ghost Airport
La Plata Airport,AR,LPG,Ghost Airport
Morón Airport,AR,N/A,Ghost Airport
Campo de Mayo Military Airport,AR,N/A,Ghost Airport
El Palomar Airport,AR,EPA,Ghost Airport
Quilmes Airport,AR,N/A,Ghost Airport
Matanza Airport,AR,N/A,Ghost Airport
General Acha Airport,AR,N/A,Ghost Airport
Las Flores Airport,AR,N/A,Ghost Airport
Ñanco Lauquen Airport,AR,N/A,Ghost Airport
Rafaela Airport,AR,RAF,Ghost Airport
Sunchales Aeroclub Airport,AR,NCJ,Ghost Airport
Chos Malal Airport,AR,HOS,Ghost Airport
Caviahue Airport,AR,CVH,Ghost Airport
Dr. Arturo H. Illia Airport,AR,GNR,Ghost Airport
Rincon De Los Sauces Airport,AR,RDS,Ghost Airport
Zapala Airport,AR,APZ,Ghost Airport
Salamo Airport,PG,SAM,Ghost Airport
General Alvear Airport,AR,N/A,Ghost Airport
Cristo Redentor Airport,AR,N/A,Ghost Airport
Valle Hermoso Airport,AR,N/A,Ghost Airport
Jachal Airport,AR,N/A,Ghost Airport
Punta De Vacas Airport,AR,N/A,Ghost Airport
Comodoro D.R. Salomón Airport,AR,LGS,Ghost Airport
Mendoza Airpark,AR,N/A,Ghost Airport
San Carlos Airport,AR,N/A,Ghost Airport
Uspallata Airport,AR,N/A,Ghost Airport
Las Termas Airport,AR,N/A,Ghost Airport
Chilecito Airport,AR,N/A,Ghost Airport
Ceres Airport,AR,CRR,Ghost Airport
Area De Material Airport,AR,RCU,Ghost Airport
Villa Dolores Airport,AR,VDR,Ghost Airport
Rio Tercero Airport,AR,N/A,Ghost Airport
La Quiaca Airport,AR,N/A,Ghost Airport
Marcos Juarez Airport,AR,N/A,Ghost Airport
Villa Reynolds Airport,AR,VME,Ghost Airport
Valle Del Conlara International Airport,AR,RLO,Ghost Airport
Caa Cati Airport,AR,N/A,Ghost Airport
Paso De Los Libres Airport,AR,AOL,Ghost Airport
Monte Caseros Airport,AR,MCS,Ghost Airport
Termal Airport,AR,PRQ,Ghost Airport
Villa Angela Airport,AR,N/A,Ghost Airport
Salar De Cauchari Airport,AR,N/A,Ghost Airport
Orán Airport,AR,ORA,Ghost Airport
