airport_name,country,iata,status
Iboki Airport,PG,IBI,Ghost Airport
Indigo Bay Lodge Airport,MZ,IBL,Ghost Airport
Devils Mountain Lodge Airport,US,N/A,Ghost Airport
Sicogon Airstrip,PH,ICO,Ghost Airport
Namber Airfield,ID,N/A,Ghost Airport
Kamiri Airfield,ID,N/A,Ghost Airport
Pulau Panjang Airport,ID,PPJ,Ghost Airport
Garuda Wisnu Kencana Cultural Park Heliport,ID,N/A,Ghost Airport
Malinau Heliport,ID,N/A,Ghost Airport
Berau Airport,ID,N/A,Ghost Airport
Dili Heliport,TL,N/A,Ghost Airport
Jatiwangi Airport,ID,N/A,Ghost Airport
Siloam Hospital Denpasar Heliport,ID,N/A,Ghost Airport
Mason Sky Tours Heliport,ID,N/A,Ghost Airport
Grand Inna Bali Beach Heliport,ID,N/A,Ghost Airport
Samarinda Temingdun Airport,ID,N/A,Ghost Airport
Selaru Airstrip,ID,N/A,Ghost Airport
Paiton Power Helipad,ID,N/A,Ghost Airport
Karyadibya Helipad,ID,N/A,Ghost Airport
Pandaan Helipad,ID,N/A,Ghost Airport
Aboge Airstrip,ID,N/A,Ghost Airport
Aboyi Airstrip,ID,N/A,Ghost Airport
Amazu Airstrip,ID,N/A,Ghost Airport
Ambisibil Airstrip,ID,N/A,Ghost Airport
Angguruk Airstrip,ID,N/A,Ghost Airport
Arsbol Airstrip,ID,N/A,Ghost Airport
Bentiang Airstrip,ID,N/A,Ghost Airport
Beoga Airport,ID,N/A,Ghost Airport
Bime Airstrip,ID,N/A,Ghost Airport
Binuang Airstrip,ID,N/A,Ghost Airport
Biri Airstrip,ID,N/A,Ghost Airport
Bomela Airport,ID,N/A,Ghost Airport
Bomoani Airstrip,ID,N/A,Ghost Airport
Borme Airstrip,ID,N/A,Ghost Airport
Buduk Kabul Airstrip,ID,N/A,Ghost Airport
Bugalaga Airstrip,ID,N/A,Ghost Airport
Calang Airstrip,ID,N/A,Ghost Airport
Comoro Airstrip,ID,N/A,Ghost Airport
Dagai Airport,ID,N/A,Ghost Airport
Datah Dian Airstrip,ID,N/A,Ghost Airport
Daufo Airfield,ID,N/A,Ghost Airport
Derapos Airstrip,ID,N/A,Ghost Airport
Dou Airstrip,ID,N/A,Ghost Airport
Doyo Baru Airport,ID,N/A,Ghost Airport
Eaopoto Airstrip,ID,N/A,Ghost Airport
Engkadik Airstrip,ID,N/A,Ghost Airport
Eri Airstrip,ID,N/A,Ghost Airport
Faowi Airstrip,ID,N/A,Ghost Airport
Fef Airport,ID,N/A,Ghost Airport
Foao Airstrip,ID,N/A,Ghost Airport
Fruata Airstrip,ID,N/A,Ghost Airport
Geyarek Airstrip,ID,N/A,Ghost Airport
Gilgal Airstrip,ID,N/A,Ghost Airport
Gusimawa Airstrip,ID,N/A,Ghost Airport
Haya Airstrip,ID,N/A,Ghost Airport
Hing Airstrip,ID,N/A,Ghost Airport
Hitadipa Airport,ID,N/A,Ghost Airport
Holuwon Airstrip,ID,N/A,Ghost Airport
Hubliki Airstrip,ID,N/A,Ghost Airport
Hulu Atas Airstrip,ID,N/A,Ghost Airport
Ibele Airstrip,ID,N/A,Ghost Airport
Kaiy Airstrip,ID,N/A,Ghost Airport
Kaesah Airstrip,ID,N/A,Ghost Airport
Illaga III Airport,ID,N/A,Ghost Airport
Ilugwa/Antara Airport,ID,N/A,Ghost Airport
Iratoi Airstrip,ID,N/A,Ghost Airport
Iray Airstrip,ID,N/A,Ghost Airport
Jila Airstrip,ID,N/A,Ghost Airport
Jita Airstrip,ID,N/A,Ghost Airport
Kanggime Airstrip,ID,N/A,Ghost Airport
Kasonaweja Airstrip,ID,N/A,Ghost Airport
Kaure  Airstrip,ID,N/A,Ghost Airport
Kedembak Airstrip,ID,N/A,Ghost Airport
Kelansam Airstrip,ID,N/A,Ghost Airport
Keneyan Airstrip,ID,N/A,Ghost Airport
Kerapak Airstrip,ID,N/A,Ghost Airport
Kobagma Airport,ID,N/A,Ghost Airport
Komopa Airstrip,ID,N/A,Ghost Airport
Koropun Airstrip,ID,N/A,Ghost Airport
Kuala Kurun Airport,ID,N/A,Ghost Airport
Kuala Randau Airstrip,ID,N/A,Ghost Airport
Kustera Airstrip,ID,N/A,Ghost Airport
Kwerba Airstrip,ID,N/A,Ghost Airport
Kwijawagi,ID,N/A,Ghost Airport
Lake Holmes Airstrip,ID,N/A,Ghost Airport
Landikma Airstrip,ID,N/A,Ghost Airport
Langda Airstrip,ID,N/A,Ghost Airport
Lokok Airstrip,ID,N/A,Ghost Airport
Long Alango Airstrip,ID,N/A,Ghost Airport
Long Segar Airstrip,ID,N/A,Ghost Airport
Luban Airstrip,ID,N/A,Ghost Airport
Lumbis Airstrip,ID,N/A,Ghost Airport
Madya Raya Airstrip,ID,N/A,Ghost Airport
Magoda Airstrip,ID,N/A,Ghost Airport
Nalca Airstrip,ID,N/A,Ghost Airport
Nanga Labang Airstrip,ID,N/A,Ghost Airport
Nanga Mawong Airstrip,ID,N/A,Ghost Airport
Nanga Merakai Airstrip,ID,N/A,Ghost Airport
Nanga Nyabu Airstrip,ID,N/A,Ghost Airport
Nanga Ruan Airstrip,ID,N/A,Ghost Airport
Nenei Airstrip,ID,N/A,Ghost Airport
Nain Baru Airstrip,ID,N/A,Ghost Airport
Nania Airstrip,ID,N/A,Ghost Airport
Nipsan Airstrip,ID,N/A,Ghost Airport
Omban Airstrip,ID,N/A,Ghost Airport
Onondowa/Rampi Airport,ID,N/A,Ghost Airport
Pagai Lumber Airstrip,ID,N/A,Ghost Airport
Pagai Airstrip,ID,N/A,Ghost Airport
Panggema/Hasan Airport,ID,N/A,Ghost Airport
Papasena Airstrip,ID,N/A,Ghost Airport
Pass Valley Airstrip,ID,N/A,Ghost Airport
Piramid Airstrip,ID,N/A,Ghost Airport
Pit River Airstrip,ID,N/A,Ghost Airport
Pogapa Airstrip,ID,N/A,Ghost Airport
Polimo Airstrip,ID,N/A,Ghost Airport
Poga Airstrip,ID,N/A,Ghost Airport
Prongkoli Airstrip,ID,N/A,Ghost Airport
Owi Airfield,ID,N/A,Ghost Airport
Puldamat Airstrip,ID,N/A,Ghost Airport
Riam Sejawak Airstrip,ID,N/A,Ghost Airport
Ros Bori Airstrip,ID,N/A,Ghost Airport
Samboka Airstrip,ID,N/A,Ghost Airport
Tahuna Heliport,ID,N/A,Ghost Airport
Sela Airstrip,ID,N/A,Ghost Airport
Seradala Airstrip,ID,N/A,Ghost Airport
Serimbu Airstrip,ID,N/A,Ghost Airport
Serukam,ID,N/A,Ghost Airport
Sikari Airstrip,ID,N/A,Ghost Airport
Silimo Airstrip,ID,N/A,Ghost Airport
Santosa Hospital Helipad,ID,N/A,Ghost Airport
Siriwo Airstrip,ID,N/A,Ghost Airport
Soba Airstrip,ID,N/A,Ghost Airport
Sumo Airstrip,ID,N/A,Ghost Airport
Sungai Tontang Airstrip,ID,N/A,Ghost Airport
Suswa Airstrip,ID,N/A,Ghost Airport
Synopi Airstrip,ID,N/A,Ghost Airport
Taige Airstrip,ID,N/A,Ghost Airport
Taiyeve Airstrip,ID,N/A,Ghost Airport
Takar Airstrip,ID,N/A,Ghost Airport
Tangma Airstrip,ID,N/A,Ghost Airport
Tanjung Maju Airstrip,ID,N/A,Ghost Airport
Tayayi Airstrip,ID,N/A,Ghost Airport
Testega Airstrip,ID,N/A,Ghost Airport
Timepa Airstrip,ID,N/A,Ghost Airport
Turmo Airstrip,ID,N/A,Ghost Airport
Waff Airstrip,ID,N/A,Ghost Airport
Walerek Airstrip,ID,N/A,Ghost Airport
Walma Airstrip,ID,N/A,Ghost Airport
Wandama Airstrip,ID,N/A,Ghost Airport
Wanggemalu Airstrip,ID,N/A,Ghost Airport
Wolo Airstrip,ID,N/A,Ghost Airport
Wunin Airstrip,ID,N/A,Ghost Airport
Yaniruma Airstrip,ID,N/A,Ghost Airport
Yigi Airstrip,ID,N/A,Ghost Airport
Yogosem Airstrip,ID,N/A,Ghost Airport
Alama Airstrip,ID,N/A,Ghost Airport
Tamblang Dam Heliport,ID,N/A,Ghost Airport
Kangean Island Airport (planned),ID,N/A,Ghost Airport
Aideralma Airstrip,ID,N/A,Ghost Airport
Enggano Airport,ID,ENG,Ghost Airport
Apowo Airstrip,ID,N/A,Ghost Airport
Aurimi Wzil Airstrip,ID,N/A,Ghost Airport
Bareri Airport,ID,N/A,Ghost Airport
Bari Airport,ID,N/A,Ghost Airport
Basiem Airport,ID,N/A,Ghost Airport
Anik Airstrip,ID,N/A,Ghost Airport
Yaosakor Airstrip,ID,N/A,Ghost Airport
Weda Bay Airport,ID,N/A,Ghost Airport
Pemping Helipad,ID,N/A,Ghost Airport
Landasan Heliport,ID,N/A,Ghost Airport
Arjasa Laok Heliport,ID,N/A,Ghost Airport
Pertamina Heliport,ID,N/A,Ghost Airport
Salakanagara Tanjun Lesung Airport,ID,N/A,Ghost Airport
Amandaratu Heliport,ID,N/A,Ghost Airport
Aceh Indonesian National Police Headquarters Heliport,ID,N/A,Ghost Airport
Takengon Indonesian National Police Heliport,ID,N/A,Ghost Airport
Sorake Airport,ID,N/A,Ghost Airport
Tambling Airport,ID,N/A,Ghost Airport
Sorido Airfield,ID,N/A,Ghost Airport
Korowai Batu Danowage Airport,ID,N/A,Ghost Airport
Denom Airstrip,ID,N/A,Ghost Airport
Maksum Airstrip,ID,N/A,Ghost Airport
Arso Airport,ID,N/A,Ghost Airport
Biak Manuhua Airport,ID,N/A,Ghost Airport
Blangkejeren Airport,ID,GYO,Ghost Airport
Bobkamu Airstrip,ID,N/A,Ghost Airport
Weime Airstrip,ID,N/A,Ghost Airport
Tumdungbon Airstrip,ID,N/A,Ghost Airport
Kawor Airstrip,ID,N/A,Ghost Airport
Dewok Airport,ID,N/A,Ghost Airport
Manggelum Airport,ID,N/A,Ghost Airport
Hollandia Airfield,ID,N/A,Ghost Airport
Begowre Airstrip,ID,N/A,Ghost Airport
Ideduna Airstrip,ID,N/A,Ghost Airport
Bias Airstrip,ID,N/A,Ghost Airport
Walibaru Airstrip,ID,N/A,Ghost Airport
Taria Airstrip,ID,N/A,Ghost Airport
Dadou Airstrip,ID,N/A,Ghost Airport
Daboto Airstrip,ID,N/A,Ghost Airport
Zotadi Airstrip,ID,N/A,Ghost Airport
Pagamba Airstrip,ID,N/A,Ghost Airport
Kemayoran Airport,ID,N/A,Ghost Airport
Yeimu Airstrip,ID,N/A,Ghost Airport
Supugi Airstrip,ID,N/A,Ghost Airport
Unggulpalek Airstrip,ID,N/A,Ghost Airport
NA Air Service Helipad,ID,N/A,Ghost Airport
Tongas Heliport,ID,N/A,Ghost Airport
Grati Airport,ID,N/A,Ghost Airport
Pandanwangi Air Force Heliport,ID,N/A,Ghost Airport
Jatimulyo Air Force Heliport,ID,N/A,Ghost Airport
Pasirian Airfield,ID,N/A,Ghost Airport
Gorda Airfield,ID,N/A,Ghost Airport
Citeurup Paraglider Airport,ID,N/A,Ghost Airport
Lido Airstrip,ID,N/A,Ghost Airport
Cikembar Airport,ID,N/A,Ghost Airport
Garongkong Heliport,ID,N/A,Ghost Airport
Asua Airport,ID,N/A,Ghost Airport
Mewengde Airstrip,ID,N/A,Ghost Airport
Eragayam Airport,ID,N/A,Ghost Airport
Mamit Airstrip,ID,N/A,Ghost Airport
Yobesorum Airstrip,ID,N/A,Ghost Airport
Bolakna Airstrip,ID,N/A,Ghost Airport
Manggar Airfield,ID,N/A,Ghost Airport
bontang selatan aerodrome,ID,N/A,Ghost Airport
Cyclops Airfield,ID,N/A,Ghost Airport
Baya Biru Airport,ID,N/A,Ghost Airport
Supleyu Airstrip,ID,N/A,Ghost Airport
Tanime Airstrip,ID,N/A,Ghost Airport
Suaka Airstrip,ID,N/A,Ghost Airport
Eipomek Airstrip,ID,N/A,Ghost Airport
Famek Airstrip,ID,N/A,Ghost Airport
Soya Airstrip,ID,N/A,Ghost Airport
Aksal Airstrip,ID,N/A,Ghost Airport
Kalbok Airstrip,ID,N/A,Ghost Airport
Kono Airstrip,ID,N/A,Ghost Airport
Trison Airstrip,ID,N/A,Ghost Airport
Muhumu Airstrip,ID,N/A,Ghost Airport
Waniyok Airport,ID,N/A,Ghost Airport
Asotipo Airstrip,ID,N/A,Ghost Airport
Basir Airstrip,ID,N/A,Ghost Airport
Milki Airstrip,ID,N/A,Ghost Airport
Dulis Airstrip,ID,N/A,Ghost Airport
Sawan Airfield,ID,N/A,Ghost Airport
North Halmahera / Marimoi Airport,ID,N/A,Ghost Airport
InterContinental Bali Heliport,ID,N/A,Ghost Airport
balikpapan helipad,ID,N/A,Ghost Airport
Kayuadi Airport,ID,N/A,Ghost Airport
Dhoho International Airport,ID,DHX,Ghost Airport
Yabirik Airstripe,ID,N/A,Ghost Airport
Helariki Airstrip,ID,N/A,Ghost Airport
Samenage Airstrip,ID,N/A,Ghost Airport
Wakbisik Airstrip,ID,N/A,Ghost Airport
Owitlep Airstrip,ID,N/A,Ghost Airport
Batam Police Heliport,ID,N/A,Ghost Airport
Tempuling Airport,ID,N/A,Ghost Airport
Siboru Airport,ID,N/A,Ghost Airport
Singkawang Airport (under construction),ID,SKJ,Ghost Airport
Bela Airstrip,ID,N/A,Ghost Airport
Amman Mineral Nusa Tenggara Airport (under construction),ID,N/A,Ghost Airport
Sungai Nusa Airstrip,ID,N/A,Ghost Airport
Kantor Besar Lengadang Estate Airstrip,ID,N/A,Ghost Airport
Nahiyang Estate Airstrip,ID,N/A,Ghost Airport
Batu Manangis Airport,ID,N/A,Ghost Airport
Tembelina Airstrip,ID,N/A,Ghost Airport
Manis Mata Airstrip,ID,N/A,Ghost Airport
South Bangka Police Station Heliport,ID,N/A,Ghost Airport
Mbugulo Airstrip,ID,N/A,Ghost Airport
Fly Bali Heliport,ID,N/A,Ghost Airport
SGi Benoa Heliport,ID,N/A,Ghost Airport
Balicopter Klapa Helicopter Landing Area,ID,N/A,Ghost Airport
JAG Heliport,ID,N/A,Ghost Airport
Nusa Dua Heliport,ID,N/A,Ghost Airport
Taro Elephant Safari Park Heliport,ID,N/A,Ghost Airport
Nusa Lembongan Heliport,ID,N/A,Ghost Airport
Menjangan Dynasty Resort Heliport,ID,N/A,Ghost Airport
Joyo's Heliport,ID,N/A,Ghost Airport
Mandalika International Circuit Heliport,ID,N/A,Ghost Airport
Lombok Lodge Heliport,ID,N/A,Ghost Airport
Sunset Yoga Helipad Gili Trawangan,ID,N/A,Ghost Airport
Palasari Heliport,ID,N/A,Ghost Airport
Jati Papak Airstrip,ID,N/A,Ghost Airport
PT Bumi Suksesindo Heliport,ID,N/A,Ghost Airport
Selaparang Airport,ID,N/A,Ghost Airport
Jefman Airport,ID,N/A,Ghost Airport
Keisah Airport,ID,N/A,Ghost Airport
Mangun Jaya Airport,ID,N/A,Ghost Airport
Muting Airport,ID,N/A,Ghost Airport
Yuruf Airport,ID,N/A,Ghost Airport
Sangir Airport,ID,N/A,Ghost Airport
Malili Airport,ID,N/A,Ghost Airport
Punggaluku Airport,ID,N/A,Ghost Airport
Sudjarwo Tjondronegoro Airport,ID,N/A,Ghost Airport
Waris Airport,ID,N/A,Ghost Airport
Ubrub Airport,ID,N/A,Ghost Airport
Tentena Airport,ID,N/A,Ghost Airport
Pelabuhan Ratu Airport,ID,N/A,Ghost Airport
Kisaran Airport,ID,N/A,Ghost Airport
Pematangsiantar Airport,ID,N/A,Ghost Airport
Keluang Airport,ID,N/A,Ghost Airport
Beringin Airport,ID,N/A,Ghost Airport
Kalabahi Airport,ID,N/A,Ghost Airport
Tanjung Perak Airport,ID,N/A,Ghost Airport
Susilo Airport,ID,N/A,Ghost Airport
Helvetia Airport,ID,N/A,Ghost Airport
Kota Mobagu/Mopait Airport,ID,BJG,Ghost Airport
Tebing Tinggi Airport,ID,N/A,Ghost Airport
Apalapsili Airport,ID,AAS,Ghost Airport
Anggi Airport,ID,AGD,Ghost Airport
Mina Wanam Airport,ID,N/A,Ghost Airport
Gunung Batin Airport,ID,AKQ,Ghost Airport
Boalang Airport,ID,N/A,Ghost Airport
Elelim Airport,ID,ELR,Ghost Airport
Ewer Asmat Airport,ID,EWE,Ghost Airport
Gag Island Airport,ID,GAV,Ghost Airport
Ilu Airport,ID,IUL,Ghost Airport
Com Airport,TL,N/A,Ghost Airport
Kotabangun Airport,ID,KOD,Ghost Airport
Kelila Airport,ID,LLN,Ghost Airport
Masalembo Airport,ID,MSI,Ghost Airport
Banaina Airport,ID,NAF,Ghost Airport
Obano Airport,ID,OBD,Ghost Airport
Unknown Airport,ID,N/A,Ghost Airport
Pomala Airport,ID,N/A,Ghost Airport
Tiom Airport,ID,TMY,Ghost Airport
Hubler Field,US,N/A,Ghost Airport
CX Ranch Number 1 Airport,US,N/A,Ghost Airport
Coeur D'Alene Resort Heliport,US,N/A,Ghost Airport
Kootenai Medical Center Heliport,US,N/A,Ghost Airport
Hackney Airpark,US,N/A,Ghost Airport
Nichols Ranch Airport,US,N/A,Ghost Airport
Russell W Anderson Strip,US,N/A,Ghost Airport
Sky Island Ranch Airport,US,N/A,Ghost Airport
Benewah Community Hospital Heliport,US,N/A,Ghost Airport
Sluder Airstrip,US,N/A,Ghost Airport
Seven Devils Airport,US,N/A,Ghost Airport
Eirmc Heliport,US,N/A,Ghost Airport
Bird Number Two  Airport,US,N/A,Ghost Airport
Hubof's Heliport,US,N/A,Ghost Airport
Smith Ranch Airport,US,N/A,Ghost Airport
Treeport Airport,US,N/A,Ghost Airport
Rock Creek Farm Airport,US,N/A,Ghost Airport
Timber Basin Airpark Inc Airport,US,N/A,Ghost Airport
Olmstead Sky Ranch Airport,US,N/A,Ghost Airport
P and R Field,US,N/A,Ghost Airport
Hawk Haven Airport,US,N/A,Ghost Airport
Mackay Bar Airport,US,N/A,Ghost Airport
Big Island Airport,US,N/A,Ghost Airport
Everett II Heliport,US,N/A,Ghost Airport
Tuka STOLport,US,N/A,Ghost Airport
Stocking Meadows Airport,US,N/A,Ghost Airport
High Valley Airport,US,N/A,Ghost Airport
King Mountain Glider Park,US,N/A,Ghost Airport
St Joseph's Regional Medical Center Heliport,US,N/A,Ghost Airport
Sutherland Heliport,US,N/A,Ghost Airport
Sunrise Skypark Airport,US,N/A,Ghost Airport
Stibnite Airport,US,N/A,Ghost Airport
Carlin Bay Airport,US,N/A,Ghost Airport
Hidden Lakes Airport,US,N/A,Ghost Airport
Dworshak Heliport,US,N/A,Ghost Airport
Whelan's Heliport,US,N/A,Ghost Airport
Western Spur Airport,US,N/A,Ghost Airport
St Luke's Boise Medical Center Heliport,US,N/A,Ghost Airport
Welburn Heliport,US,N/A,Ghost Airport
Minidoka Memorial Hospital Heliport,US,N/A,Ghost Airport
Aeródromo forestal de Ademuz,ES,N/A,Ghost Airport
Cocoll Firefighting Airstrip,ES,N/A,Ghost Airport
Don Benito,ES,N/A,Ghost Airport
Aeródromo Benagéber,ES,N/A,Ghost Airport
Alt Camp de Vallmoll,ES,N/A,Ghost Airport
Villamarco UL,ES,N/A,Ghost Airport
Base de Bomberos del Amogable,ES,N/A,Ghost Airport
Chozas de Abajo Airfield,ES,N/A,Ghost Airport
Alcalá de la Jovada Airstrip,ES,N/A,Ghost Airport
Aeródromo de Sonseca,ES,N/A,Ghost Airport
Aeródromo de Tudela,ES,N/A,Ghost Airport
Guadix,ES,N/A,Ghost Airport
Campillos Airfield,ES,N/A,Ghost Airport
Moià El Prat,ES,N/A,Ghost Airport
Moià Les Umbertes,ES,N/A,Ghost Airport
Aeródromo de Algodor,ES,N/A,Ghost Airport
Aeródromo de la Guardia,ES,N/A,Ghost Airport
Aerodromo de Sesma,ES,N/A,Ghost Airport
Cervera de Pisuerga,ES,N/A,Ghost Airport
Aerodromo El Busto,ES,N/A,Ghost Airport
Aeródromo de Lumbier,ES,N/A,Ghost Airport
Olula del Río,ES,N/A,Ghost Airport
Las Torres de Aliste,ES,N/A,Ghost Airport
Campo de Vuelo Casimiro Patiño,ES,N/A,Ghost Airport
Folgueroles Airfield,ES,N/A,Ghost Airport
Aeródromo Villanueva del Pardillo,ES,N/A,Ghost Airport
Camaleño-Artañin ULM,ES,N/A,Ghost Airport
Aeródromo de La Lora,ES,N/A,Ghost Airport
"Aeródromo ""Puente de Genave""",ES,N/A,Ghost Airport
Aeròdrom de Viladamat,ES,N/A,Ghost Airport
Ager Altiport,ES,N/A,Ghost Airport
Alcolea Airstrip,ES,N/A,Ghost Airport
Alcolea de Cinca,ES,N/A,Ghost Airport
Campo de vuelo de Villanueva del Trabuco,ES,N/A,Ghost Airport
Villafranca de Cordoba,ES,N/A,Ghost Airport
Beteta Airfield,ES,N/A,Ghost Airport
Huevar 2,ES,N/A,Ghost Airport
Aerodrom Tapioles,ES,N/A,Ghost Airport
Les Planes UL,ES,N/A,Ghost Airport
Aeródromo de Villa María,ES,N/A,Ghost Airport
Aires de Doñana,ES,N/A,Ghost Airport
Aeroclub L’Estartit,ES,N/A,Ghost Airport
Aeròdrom de Llabiá,ES,N/A,Ghost Airport
Aeródromo Juan Espadafor,ES,N/A,Ghost Airport
Alcocer de Planes Airfield,ES,N/A,Ghost Airport
Aeroclub de Barbastro,ES,N/A,Ghost Airport
Alats Club Bellvei,ES,N/A,Ghost Airport
Valdecebro Forestry Airstrip,ES,N/A,Ghost Airport
Aeródromo de Valdelaguna,ES,N/A,Ghost Airport
Valdepeñas Airfield,ES,N/A,Ghost Airport
Aeródromo de Sigüenza,ES,N/A,Ghost Airport
Urda Agricultural Airstrip,ES,N/A,Ghost Airport
Isla Cristina Agricultural Airstrip,ES,N/A,Ghost Airport
Aeroclub Gregal,ES,N/A,Ghost Airport
Albalat de la Ribera Airstrip,ES,N/A,Ghost Airport
Aeródromo de Valdeazores,ES,N/A,Ghost Airport
San Jeronimo Airfield,ES,N/A,Ghost Airport
Martinamatos Airfield,ES,N/A,Ghost Airport
Aeródromo de Tardienta - Monegros,ES,N/A,Ghost Airport
Aeródromo Coscojuela de Sobrarbe,ES,N/A,Ghost Airport
Aeródromo de San Torcuato,ES,N/A,Ghost Airport
Villaumbrales UL,ES,N/A,Ghost Airport
Villanueva de la Cañada Airfield,ES,N/A,Ghost Airport
Aeródromo de Velada,ES,N/A,Ghost Airport
Aeródromo Valdetorres,ES,N/A,Ghost Airport
Aeródromo de Treviño,ES,N/A,Ghost Airport
Campo de Aviación de Peralveche,ES,N/A,Ghost Airport
Ororbia Airfield,ES,N/A,Ghost Airport
Aeródromo de Piedrahita,ES,N/A,Ghost Airport
Aeródromo Tarancón,ES,N/A,Ghost Airport
Ruidera,ES,N/A,Ghost Airport
Aeródromo de Ordis,ES,N/A,Ghost Airport
Olocau Airfield,ES,N/A,Ghost Airport
Campo de Vuelo Moixent-Mogente,ES,N/A,Ghost Airport
Campo de Vuelo Yecla,ES,N/A,Ghost Airport
Campo de Vuelo Avial,ES,N/A,Ghost Airport
Aeródromo Loring,ES,N/A,Ghost Airport
Aeroguillena,ES,N/A,Ghost Airport
Camp de vol La Puieda,ES,N/A,Ghost Airport
Aeródromo Gurrea de Gállego,ES,N/A,Ghost Airport
Aeródromo de Loja,ES,N/A,Ghost Airport
La Llosa Airfield,ES,N/A,Ghost Airport
Lebrija UL,ES,N/A,Ghost Airport
Aeródromo Fontioso,ES,N/A,Ghost Airport
Aeròdrom de Foixà,ES,N/A,Ghost Airport
Ecija 2 private airfield,ES,N/A,Ghost Airport
Aeródromo de Écija,ES,N/A,Ghost Airport
Aeròdrom Municipal El Pla de Santa María,ES,N/A,Ghost Airport
Aeródromo de Cillamayor,ES,N/A,Ghost Airport
Aeródromo Mazaricos,ES,N/A,Ghost Airport
Aeródromo de Guadalix de la SIerra,ES,N/A,Ghost Airport
Aeródromo Coria,ES,N/A,Ghost Airport
Aeródromo de Brunete,ES,N/A,Ghost Airport
Benicolet Airfield,ES,N/A,Ghost Airport
Aeródromo de Zalla - Forestal,ES,N/A,Ghost Airport
Aeródromo de Fuente Obejuna,ES,N/A,Ghost Airport
Aeródromo de Jaen - Las Infantas,ES,N/A,Ghost Airport
Aeródromo Belvis de Monroy,ES,N/A,Ghost Airport
Aeródromo Navalmoral de la Mata,ES,N/A,Ghost Airport
Aeródromo Pelayos de la Presa,ES,N/A,Ghost Airport
Aeródromo de Almorox,ES,N/A,Ghost Airport
Fuentealamo Airfield,ES,N/A,Ghost Airport
El Ejido UL,ES,N/A,Ghost Airport
La Gineta ULM,ES,N/A,Ghost Airport
El Molinillo Airfield,ES,N/A,Ghost Airport
El Bonillo Airfield,ES,N/A,Ghost Airport
Aeródromo Tiurana,ES,N/A,Ghost Airport
Aeroclub Arnao UL,ES,N/A,Ghost Airport
Aeródrome de Arcones,ES,N/A,Ghost Airport
Pista Forestal Valdelamusa,ES,N/A,Ghost Airport
Tinajeros Airfield,ES,N/A,Ghost Airport
Aeródromo de Espiel,ES,N/A,Ghost Airport
Aeródromo de La Vid de Bureba,ES,N/A,Ghost Airport
Aeródromo de Aldeacentenara,ES,N/A,Ghost Airport
Xeraco Airfield,ES,N/A,Ghost Airport
Cogullada,ES,N/A,Ghost Airport
Aeródromo de Garrucha,ES,N/A,Ghost Airport
Aeródromo Lanzahita UL,ES,N/A,Ghost Airport
Mollerussa UL,ES,N/A,Ghost Airport
Castejón de Sos Airfield,ES,N/A,Ghost Airport
"Aeródromo privado ""Villamartin2""",ES,N/A,Ghost Airport
Aeródromo Calzada de Valdunciel,ES,N/A,Ghost Airport
"Aeródromo forestal ""Requena 2""",ES,N/A,Ghost Airport
Aeródromo de Griñón,ES,N/A,Ghost Airport
Palma del Rio 2 UL,ES,N/A,Ghost Airport
Campo de Vuelo de Oteo,ES,N/A,Ghost Airport
Hacienda de Orán,ES,N/A,Ghost Airport
Campo de Vuelo de Astorga,ES,N/A,Ghost Airport
Campo de Vuelo de Caspe,ES,N/A,Ghost Airport
Alhama de Granada Airfield,ES,N/A,Ghost Airport
Aeròdrom de Cervera,ES,N/A,Ghost Airport
Benejama UL,ES,N/A,Ghost Airport
Alto Vinalopó Biar Benejama,ES,N/A,Ghost Airport
Aeródromo de Camarenilla,ES,N/A,Ghost Airport
Campo de Vuelo Bañeres de Mariola,ES,N/A,Ghost Airport
Ruidera2,ES,N/A,Ghost Airport
Pista forestal de Fuencaliente,ES,N/A,Ghost Airport
Almagro Helicopter Airbase,ES,N/A,Ghost Airport
Pozorrubio Airfield,ES,N/A,Ghost Airport
"Aeródromo Forestal ""Puebla de Don Rodrigo""",ES,N/A,Ghost Airport
Aeródromo forestal de Herrera del Duque,ES,N/A,Ghost Airport
Dima Airfield,ES,N/A,Ghost Airport
Cortijo Grande,ES,N/A,Ghost Airport
Villena,ES,N/A,Ghost Airport
Sotillo de la Andrada,ES,N/A,Ghost Airport
Prádanos de Ojeda Airstrip,ES,N/A,Ghost Airport
Jarde Airport,ES,N/A,Ghost Airport
"Aeródromo Forestal ""La Fonfría""",ES,N/A,Ghost Airport
Cóbreces Airfield,ES,N/A,Ghost Airport
Santiago-Pontones Airstrip,ES,N/A,Ghost Airport
Roses Aerial Military Radar Helipad,ES,N/A,Ghost Airport
Estepona Airfield,ES,N/A,Ghost Airport
El Moral Airstrip,ES,N/A,Ghost Airport
Base de Helicópteros de Guadramiro,ES,N/A,Ghost Airport
Heliactivo,ES,N/A,Ghost Airport
Lires Heliport,ES,N/A,Ghost Airport
Guillade Heliport,ES,N/A,Ghost Airport
Pitres Heliport,ES,N/A,Ghost Airport
Club Fenix ULM,ES,N/A,Ghost Airport
Los Yébenes Airstrip,ES,N/A,Ghost Airport
Camarinal Helicopter Base,ES,N/A,Ghost Airport
Tomelloso Airstrip,ES,N/A,Ghost Airport
Atlas Center Vuelos de Drones,ES,N/A,Ghost Airport
Beuda Besalu Private Airstrip,ES,N/A,Ghost Airport
